State,District,Cook_PVI_Numeric,Republican_Prob_2012,Republican_Prob_2016
South Carolina,4,15,0.9990335614988052,0.9914890146477628
South Carolina,5,9,0.9788081165482252,0.936429082157556
South Carolina,6,-18,3.89099598059716e-05,0.0013372814227621142
South Carolina,7,7,0.9424944103047977,0.8808607813658753
Tennessee,1,21,0.9999567787299912,0.9989157507141828
Tennessee,2,16,0.9994240771480278,0.9939552709968434
Tennessee,3,12,0.9954443530802614,0.9764289775139728
Tennessee,4,13,0.9972812387131679,0.9831852210531473
Tennessee,5,-5,0.03168330244275846,0.10571686202800692
Tennessee,6,15,0.9990335614988052,0.9914890146477628
Tennessee,7,13,0.9972812387131679,0.9831852210531473
Tennessee,8,15,0.9990335614988052,0.9914890146477628
Texas,1,21,0.9999567787299912,0.9989157507141828
Texas,2,16,0.9994240771480278,0.9939552709968434
Texas,3,18,0.9997955597404138,0.9969568562032253
Texas,4,21,0.9999567787299912,0.9989157507141828
Texas,5,15,0.9990335614988052,0.9914890146477628
Texas,6,13,0.9972812387131679,0.9831852210531473
Texas,7,14,0.9983786787146792,0.9880286421484608
Texas,8,26,0.9999967579726151,0.9998063103356005
Texas,9,-21,8.22498631229618e-06,0.00047593911738350313
Texas,10,11,0.9923758941399452,0.9670490303906403
Texas,11,29,0.9999993147029467,0.9999311165595702
Texas,12,17,0.9996568485744834,0.9957099643085209
Texas,13,29,0.9999993147029467,0.9999311165595702
Texas,14,8,0.9649290899200337,0.9125569112723472
Texas,15,-1,0.2062580556572305,0.3193769868679006
Texas,16,-9,0.004103069275282102,0.02891988192999098
Texas,17,12,0.9954443530802614,0.9764289775139728
Texas,18,-22,4.899558940261387e-06,0.00033723273341886695
Texas,19,26,0.9999967579726151,0.9998063103356005
Texas,20,-3,0.08442413888664353,0.19062607814605936
Texas,21,11,0.9923758941399452,0.9670490303906403
Texas,22,15,0.9990335614988052,0.9914890146477628
Texas,23,5,0.8532820728056519,0.7877299526405168
Texas,24,14,0.9983786787146792,0.9880286421484608
Texas,25,10,0.9872671089845784,0.9541118109472355
Texas,26,20,0.9999274454879611,0.998470260926262
Texas,27,13,0.9972812387131679,0.9831852210531473
Texas,28,-2,0.13404410522504243,0.24949792805851903
Texas,29,-8,0.006868797674662523,0.04034043629381306
Texas,30,-23,2.918624374782235e-06,0.0002389408919178783
Texas,31,13,0.9972812387131679,0.9831852210531473
Texas,32,10,0.9872671089845784,0.9541118109472355
Texas,33,-14,0.0003089314049641187,0.005287244930150679
Texas,34,-3,0.08442413888664353,0.19062607814605936
Texas,35,-9,0.004103069275282102,0.02891988192999098
Texas,36,20,0.9999274454879611,0.998470260926262
Utah,1,25,0.999994557538507,0.9997266281604742
Utah,2,16,0.9994240771480278,0.9939552709968434
Utah,3,25,0.999994557538507,0.9997266281604742
Utah,4,14,0.9983786787146792,0.9880286421484608
Virginia,1,8,0.9649290899200337,0.9125569112723472
Virginia,2,5,0.8532820728056519,0.7877299526405168
Virginia,3,-23,2.918624374782235e-06,0.0002389408919178783
Virginia,4,6,0.9070902253241444,0.8396937868652009
Virginia,5,6,0.9070902253241444,0.8396937868652009
Virginia,6,12,0.9954443530802614,0.9764289775139728
Virginia,7,11,0.9923758941399452,0.9670490303906403
Virginia,8,-15,0.00018405035793924045,0.0037516078330491775
Virginia,9,11,0.9923758941399452,0.9670490303906403
Virginia,10,4,0.7760064414856918,0.7244494020391539
Virginia,11,-7,0.011477317033437363,0.05601087149340324
Washington,1,-3,0.08442413888664353,0.19062607814605936
Washington,2,-8,0.006868797674662523,0.04034043629381306
Washington,3,2,0.5514358942496351,0.568891475802566
Washington,4,14,0.9983786787146792,0.9880286421484608
Washington,5,6,0.9070902253241444,0.8396937868652009
Washington,6,-5,0.03168330244275846,0.10571686202800692
Washington,7,-28,2.1891784755213126e-07,4.2654615160802155e-05
Washington,8,2,0.5514358942496351,0.568891475802566
Washington,9,-15,0.00018405035793924045,0.0037516078330491775
Washington,10,-4,0.05206788089236413,0.14299885661911807
West Virginia,1,9,0.9788081165482252,0.936429082157556
West Virginia,2,8,0.9649290899200337,0.9125569112723472
West Virginia,3,6,0.9070902253241444,0.8396937868652009
Wisconsin,1,3,0.6735991023685272,0.6506699260896507
Wisconsin,2,-16,0.00010964512910895951,0.00266079092979828
Wisconsin,3,-6,0.019118331974973705,0.07727837452479874
Wisconsin,4,-21,8.22498631229618e-06,0.00047593911738350313
Wisconsin,5,12,0.9954443530802614,0.9764289775139728
Wisconsin,6,5,0.8532820728056519,0.7877299526405168
Wisconsin,7,0,0.3037305957833255,0.39843721363982787
Wisconsin,8,2,0.5514358942496351,0.568891475802566
