State,District,Cook_PVI_Numeric,Adjusted_2012_Romney,Adjusted_2012_Obama,2016 Trump (Standardized),2016 Clinton (Standardized)
Missouri,5,-10,0.42506449791071854,0.5749355020892815,0.42105263157894735,0.5789473684210527
Missouri,6,9,0.6373648571544086,0.3626351428455914,0.6702127659574468,0.32978723404255317
Missouri,7,17,0.7145865119041532,0.28541348809584677,0.7368421052631579,0.2631578947368421
Missouri,8,13,0.6975636455229807,0.30243635447701933,0.78125,0.21875
Nebraska,1,11,0.6089643554315816,0.39103564456841844,0.6086956521739131,0.391304347826087
Nebraska,2,6,0.5607705833922111,0.4392294166077889,0.5108695652173914,0.4891304347826087
Nebraska,3,23,0.7407617919696177,0.25923820803038233,0.7872340425531915,0.2127659574468085
Nevada,1,-11,0.354971937543935,0.6450280624560649,0.3461701676214725,0.6538298323785274
Nevada,2,5,0.5657433019359677,0.43425669806403233,0.5673936750272628,0.4326063249727372
Nevada,3,0,0.5204237488775413,0.4795762511224587,0.5053134962805526,0.4946865037194474
Nevada,4,-2,0.4698787264616229,0.5301212735383771,0.47368421052631576,0.5263157894736842
New Hampshire,1,0,0.5163476326733806,0.4836523673266194,0.5083869606498576,0.4916130393501425
New Hampshire,2,-3,0.475594206375453,0.524405793624547,0.4873471109236609,0.5126528890763391
New Jersey,1,-12,0.3679289247971279,0.6320710752028721,0.3733195449844881,0.6266804550155118
New Jersey,2,0,0.479040035908239,0.520959964091761,0.5238095238095238,0.4761904761904762
New Jersey,3,2,0.49924205611025924,0.5007579438897407,0.5320910973084886,0.4679089026915114
New Jersey,4,7,0.5699491268173299,0.4300508731826701,0.5764462809917356,0.4235537190082645
New Jersey,6,-6,0.4020456017709477,0.5979543982290523,0.4194214876033058,0.5805785123966942
New Jersey,7,6,0.5598481167163198,0.44015188328368016,0.49427679500520294,0.5057232049947972
New Jersey,8,-20,0.23661579348399664,0.7633842065160034,0.22119341563786007,0.7788065843621399
New Jersey,9,-11,0.33762589449409763,0.6623741055059024,0.3398357289527721,0.6601642710472279
New Jersey,10,-31,0.1444945813627845,0.8555054186372155,0.1306122448979592,0.8693877551020408
New Jersey,11,5,0.5497471066153098,0.4502528933846902,0.5046535677352637,0.49534643226473635
New Jersey,12,-12,0.34772690459510774,0.6522730954048923,0.3285123966942149,0.6714876033057852
New Mexico,1,-5,0.44199589923310606,0.5580041007668939,0.40229885057471265,0.5977011494252874
New Mexico,2,6,0.5597874813834841,0.4402125186165159,0.5555555555555556,0.4444444444444444
New Mexico,3,-7,0.4265114230303175,0.5734885769696825,0.4157303370786517,0.5842696629213483
New York,1,0,0.5217590190527541,0.4782409809472459,0.5625,0.4375
New York,2,1,0.502144257738189,0.49785574226181095,0.5463917525773195,0.4536082474226804
New York,3,-3,0.5116118896380194,0.4883881103619806,0.46875,0.53125
New York,4,-4,0.45610859165853496,0.543891408341465,0.4479166666666667,0.5520833333333334
New York,5,-33,0.1157684028271777,0.8842315971728223,0.1326530612244898,0.8673469387755102
New York,6,-12,0.33860687271331563,0.6613931272866844,0.32989690721649484,0.6701030927835051
New York,7,-31,0.1292671013749438,0.8707328986250562,0.10416666666666667,0.8958333333333334
New York,8,-33,0.12650665379739215,0.8734933462026079,0.13402061855670103,0.865979381443299
