State,District,Cook_PVI_Numeric,Republican_Prob_2012,Republican_Prob_2016
Minnesota,5,-22,4.889170673678962e-06,0.0003372430289475065
Minnesota,6,8,0.9649460995524562,0.9125600260141672
Minnesota,7,5,0.8533121446172204,0.7877363374689069
Minnesota,8,-3,0.08438860135709772,0.19063162011656146
Mississippi,1,14,0.9983803415614677,0.988029123930648
Mississippi,2,-10,0.002445601337579674,0.020663607460059952
Mississippi,3,15,0.9990346377390219,0.9914893607576533
Mississippi,4,20,0.9999275580590636,0.9984703257354178
Missouri,1,-27,3.6656325768871495e-07,6.0207832759421115e-05
Missouri,2,7,0.9425169118321327,0.880864848020504
Missouri,3,9,0.9788203567440139,0.9364314226572514
Missouri,4,11,0.9923816820367358,0.9670503012636156
Missouri,5,-10,0.002445601337579674,0.020663607460059952
Missouri,6,9,0.9788203567440139,0.9364314226572514
Missouri,7,17,0.9996572909158259,0.9957101419298799
Missouri,8,13,0.9972837870096883,0.9831858897585969
Nebraska,1,11,0.9923816820367358,0.9670503012636156
Nebraska,2,6,0.9071178423397204,0.8396989648668817
Nebraska,3,23,0.999984690466664,0.9994555210753621
Nevada,1,-11,0.0014581349075927705,0.014728152033092958
Nevada,2,5,0.8533121446172204,0.7877363374689069
Nevada,3,0,0.30368886917869914,0.3984460265970344
Nevada,4,-2,0.1340008919635905,0.24950470698379365
New Hampshire,1,0,0.30368886917869914,0.3984460265970344
New Hampshire,2,-3,0.08438860135709772,0.19063162011656146
New Jersey,1,-12,0.0008690328686931893,0.010479365179576662
New Jersey,2,0,0.30368886917869914,0.3984460265970344
New Jersey,3,2,0.5514303783586642,0.5689006323590344
New Jersey,4,7,0.9425169118321327,0.880864848020504
New Jersey,6,-6,0.019104790231585116,0.07728087526565654
New Jersey,7,6,0.9071178423397204,0.8396989648668817
New Jersey,8,-20,1.3780552465801768e-05,0.0006716790372431196
New Jersey,9,-11,0.0014581349075927705,0.014728152033092958
New Jersey,10,-31,4.614009517599313e-08,1.5168557959316063e-05
New Jersey,11,5,0.8533121446172204,0.7877363374689069
New Jersey,12,-12,0.0008690328686931893,0.010479365179576662
New Mexico,1,-5,0.03166383106662207,0.10572020437404457
